"No.","Time","Source","Destination","Protocol","Length","Info"
"664","1.368824","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=906661 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"665","1.368824","108.62.5.3","10.120.238.0","SSLv2","1514","Encrypted Data [TCP segment of a reassembled PDU]"
"666","1.368824","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=909581 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"667","1.368824","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=911041 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"668","1.368824","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=912501 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"669","1.368824","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=913961 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"670","1.368824","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=915421 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"671","1.368824","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=916881 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"672","1.368824","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=918341 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"673","1.368824","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=919801 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"674","1.368824","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=921261 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"675","1.368824","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=922721 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"676","1.368824","108.62.5.3","10.120.238.0","SSLv2","1514","Encrypted Data [TCP segment of a reassembled PDU]"
"677","1.369092","10.120.238.0","108.62.5.3","TCP","54","49236  >  443 [ACK] Seq=43 Ack=925641 Win=32964 Len=0"
"678","1.372572","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=925641 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"679","1.372572","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=927101 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"680","1.372572","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=928561 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"681","1.372572","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=930021 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"682","1.372572","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=931481 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"683","1.372572","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=932941 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"684","1.372572","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=934401 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"685","1.372572","108.62.5.3","10.120.238.0","SSLv2","1514","Encrypted Data [TCP segment of a reassembled PDU]"
"686","1.372572","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=937321 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"687","1.372572","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=938781 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"688","1.372572","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=940241 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"689","1.372572","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=941701 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"690","1.372572","108.62.5.3","10.120.238.0","SSLv2","1514","Encrypted Data [TCP segment of a reassembled PDU]"
"691","1.372572","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=944621 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"692","1.372572","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=946081 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"693","1.372572","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=947541 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"694","1.372572","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=949001 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"695","1.372572","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=950461 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"696","1.372572","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=951921 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"697","1.372572","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=953381 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"698","1.372572","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=954841 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"699","1.372572","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=956301 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"700","1.372572","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=957761 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"701","1.372572","108.62.5.3","10.120.238.0","SSLv2","1514","Encrypted Data, Encrypted Data"
"702","1.372572","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=960681 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"703","1.372572","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=962141 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"704","1.372572","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=963601 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"705","1.372572","108.62.5.3","10.120.238.0","SSLv2","1514","Encrypted Data [TCP segment of a reassembled PDU]"
"706","1.372572","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=966521 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"707","1.372572","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=967981 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"708","1.372845","10.120.238.0","108.62.5.3","TCP","54","49236  >  443 [ACK] Seq=43 Ack=969441 Win=32964 Len=0"
"709","1.375846","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=969441 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"710","1.375846","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=970901 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"711","1.375846","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=972361 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"712","1.375846","108.62.5.3","10.120.238.0","SSLv2","1514","Encrypted Data [TCP segment of a reassembled PDU]"
"713","1.375846","108.62.5.3","10.120.238.0","SSLv2","1514","Encrypted Data [TCP segment of a reassembled PDU]"
"714","1.375846","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=976741 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"715","1.375846","108.62.5.3","10.120.238.0","SSLv2","1514","Encrypted Data [TCP segment of a reassembled PDU]"
"716","1.375846","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=979661 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"717","1.375846","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=981121 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"718","1.375846","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=982581 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"719","1.375846","108.62.5.3","10.120.238.0","SSLv2","1514","Encrypted Data, Encrypted Data"
"720","1.375846","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=985501 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"721","1.375846","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=986961 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"722","1.375846","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=988421 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"723","1.375846","108.62.5.3","10.120.238.0","SSLv2","1514","Encrypted Data [TCP segment of a reassembled PDU]"
"724","1.375846","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=991341 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"725","1.375846","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=992801 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"726","1.375846","108.62.5.3","10.120.238.0","SSLv2","1514","Encrypted Data [TCP segment of a reassembled PDU]"
"727","1.375846","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=995721 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"728","1.375846","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=997181 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"729","1.375846","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=998641 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"730","1.375846","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1000101 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"731","1.376072","10.120.238.0","108.62.5.3","TCP","54","49236  >  443 [ACK] Seq=43 Ack=1001561 Win=32964 Len=0"
"732","1.671346","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1001561 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"733","1.671346","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1003021 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"734","1.671346","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1004481 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"735","1.671443","10.120.238.0","108.62.5.3","TCP","54","49236  >  443 [ACK] Seq=43 Ack=1005941 Win=32964 Len=0"
"736","1.675310","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1005941 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"737","1.675310","108.62.5.3","10.120.238.0","SSLv2","1514","Encrypted Data [TCP segment of a reassembled PDU]"
"738","1.675310","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1008861 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"739","1.675310","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1010321 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"740","1.675310","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1011781 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"741","1.675310","108.62.5.3","10.120.238.0","SSLv2","1514","Encrypted Data [TCP segment of a reassembled PDU]"
"742","1.675310","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1014701 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"743","1.675310","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1016161 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"744","1.675310","108.62.5.3","10.120.238.0","SSLv2","1514","Encrypted Data [TCP segment of a reassembled PDU]"
"745","1.675310","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1019081 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"746","1.675310","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1020541 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"747","1.675310","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1022001 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"748","1.675310","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1023461 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"749","1.675310","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1024921 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"750","1.675310","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1026381 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"751","1.675310","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1027841 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"752","1.675310","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1029301 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"753","1.675310","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1030761 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"754","1.675310","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1032221 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"755","1.675310","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1033681 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"756","1.675310","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1035141 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"757","1.675310","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1036601 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"758","1.675310","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1038061 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"759","1.675310","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1039521 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"760","1.675310","108.62.5.3","10.120.238.0","SSLv2","1514","Encrypted Data [TCP segment of a reassembled PDU]"
"761","1.675310","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1042441 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"762","1.675310","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1043901 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"763","1.675310","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1045361 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"764","1.675310","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1046821 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"765","1.675310","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1048281 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"766","1.675310","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1049741 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"767","1.675473","10.120.238.0","108.62.5.3","TCP","54","49236  >  443 [ACK] Seq=43 Ack=1051201 Win=32964 Len=0"
"768","1.680767","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1051201 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"769","1.680767","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1052661 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"770","1.680767","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1054121 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"771","1.680767","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1055581 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"772","1.680767","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1057041 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"773","1.680767","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1058501 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"774","1.680767","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1059961 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"775","1.680767","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1061421 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"776","1.680767","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1062881 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"777","1.680767","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1064341 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"778","1.680767","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1065801 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"779","1.680767","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1067261 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"780","1.680767","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1068721 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"781","1.680767","108.62.5.3","10.120.238.0","SSLv2","1514","Encrypted Data [TCP segment of a reassembled PDU]"
"782","1.680767","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1071641 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"783","1.680767","108.62.5.3","10.120.238.0","SSLv2","1514","Encrypted Data [TCP segment of a reassembled PDU]"
"784","1.680767","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1074561 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"785","1.680767","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1076021 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"786","1.680767","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1077481 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"787","1.680767","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1078941 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"788","1.680767","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1080401 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"789","1.680767","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1081861 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"790","1.680767","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1083321 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"791","1.680767","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1084781 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"792","1.680767","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1086241 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"793","1.680767","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1087701 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"794","1.680767","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1089161 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"795","1.680767","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1090621 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"796","1.680767","108.62.5.3","10.120.238.0","SSLv2","1514","Encrypted Data [TCP segment of a reassembled PDU]"
"797","1.680767","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1093541 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"798","1.680767","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1095001 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"799","1.681051","10.120.238.0","108.62.5.3","TCP","54","49236  >  443 [ACK] Seq=43 Ack=1096461 Win=32964 Len=0"
"800","1.684172","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1096461 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"801","1.684172","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1097921 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"802","1.684172","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1099381 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"803","1.684172","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1100841 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"804","1.684172","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1102301 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"805","1.684172","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1103761 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"806","1.684172","108.62.5.3","10.120.238.0","SSLv2","1514","Encrypted Data [TCP segment of a reassembled PDU]"
"807","1.684228","10.120.238.0","108.62.5.3","TCP","54","49236  >  443 [ACK] Seq=43 Ack=1106681 Win=32964 Len=0"
"808","1.688517","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1106681 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"809","1.688517","108.62.5.3","10.120.238.0","SSLv2","1514","Encrypted Data [TCP segment of a reassembled PDU]"
"810","1.688517","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1109601 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"811","1.688517","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1111061 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"812","1.688517","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1112521 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"813","1.688517","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1113981 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"814","1.688517","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1115441 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"815","1.688517","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1116901 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"816","1.688517","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1118361 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"817","1.688517","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1119821 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"818","1.688517","108.62.5.3","10.120.238.0","SSLv2","1514","Encrypted Data [TCP segment of a reassembled PDU]"
"819","1.688517","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1122741 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"820","1.688517","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1124201 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"821","1.688517","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1125661 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"822","1.688517","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1127121 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"823","1.688517","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1128581 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"824","1.688517","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1130041 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"825","1.688517","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1131501 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"826","1.688517","108.62.5.3","10.120.238.0","SSLv2","1514","Encrypted Data [TCP segment of a reassembled PDU]"
"827","1.688517","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1134421 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"828","1.688517","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1135881 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"829","1.688517","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1137341 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"830","1.688517","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1138801 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"831","1.688517","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1140261 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"832","1.688517","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1141721 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"833","1.688517","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1143181 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"834","1.688517","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1144641 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
"835","1.688517","108.62.5.3","10.120.238.0","TCP","1514","443  >  49236 [ACK] Seq=1146101 Ack=43 Win=135 Len=1460 [TCP segment of a reassembled PDU]"
